,Nr of publication,Element 1,C 1,Element 2,C 2,Element 3,C 3,Element 4,C 4,Element 5,C 5,Element 6,C 6,Element 7,C 7,Element 8,C 8,Potential Yield
1135,366.0,Li,16.700000762939453,Y,83.30000305175781,,,,,,,,,,,,,13.231112354388904
1136,366.0,Li,16.700000762939453,La,83.30000305175781,,,,,,,,,,,,,13.281563360418902
1137,366.0,Li,16.700000762939453,Sm,83.30000305175781,,,,,,,,,,,,,12.289847211678266
1138,366.0,Li,16.700000762939453,Ho,83.30000305175781,,,,,,,,,,,,,12.31706943012186
1139,368.0,P,34.5,Sr,65.5,,,,,,,,,,,,,10.973150340103537
1140,368.0,P,34.5,Sr,65.5,,,,,,,,,,,,,10.31330023659592
1141,368.0,P,29.79999923706055,Sr,69.40000152587889,Pb,0.8000000119209291,,,,,,,,,,,11.483006882615875
1142,368.0,P,29.79999923706055,Sr,69.40000152587889,Pb,0.8000000119209291,,,,,,,,,,,13.226178964883776
1143,368.0,P,35.599998474121094,Zn,0.699999988079071,Sr,63.70000076293945,,,,,,,,,,,11.16124388566833
1144,368.0,P,31.70000076293945,Co,0.8000000119209291,Sr,67.5,,,,,,,,,,,10.655766209415471
1145,368.0,P,35.5,Ni,0.699999988079071,Sr,63.79999923706055,,,,,,,,,,,10.877313074058797
1146,369.0,Na,2.0999999046325684,Si,95.6999969482422,Mn,2.200000047683716,,,,,,,,,,,9.016203411931473
1147,369.0,Na,2.0999999046325684,Si,95.8000030517578,Mn,1.100000023841858,W,1.0,,,,,,,,,15.344258259179343
1148,370.0,Ni,27.29999923706055,Sb,18.200000762939453,Te,54.5,,,,,,,,,,,8.491207844750095
1149,371.0,Na,9.100000381469727,Si,85.4000015258789,Mn,1.0,W,4.5,,,,,,,,,14.763337712054552
1150,372.0,Y,15.0,Sm,10.0,Bi,75.0,,,,,,,,,,,9.692561837951285
1151,374.0,La,63.0,Nd,37.0,,,,,,,,,,,,,11.891581319952191
1152,374.0,La,55.9000015258789,Pr,11.0,Nd,33.09999847412109,,,,,,,,,,,11.772454242550586
1153,374.0,La,18.700000762939453,Ce,64.5,Pr,7.199999809265138,Nd,9.600000381469727,,,,,,,,,9.465158915027375
1154,374.0,La,53.099998474121094,Ce,10.899999618530273,Pr,9.399999618530273,Nd,26.60000038146973,,,,,,,,,12.093232197586065
1155,374.0,Nd,0.8999999761581421,Sm,43.5,Eu,12.899999618530273,Gd,41.70000076293945,Tb,1.0,,,,,,,10.878603340652324
1156,374.0,Y,70.5,Sm,12.100000381469727,Eu,3.7000000476837163,Gd,11.600000381469727,Tb,2.0999999046325684,,,,,,,10.520430840620419
1157,374.0,Li,18.200000762939453,La,15.5,Ce,52.099998474121094,Pr,6.0999999046325675,Nd,8.100000381469728,,,,,,,13.336575847304715
1158,374.0,K,68.30000305175781,La,5.800000190734862,Ce,20.600000381469727,Pr,2.299999952316284,Nd,3.0,,,,,,,11.051010150895321
1159,375.0,Li,8.899999618530273,Si,83.0999984741211,Mn,3.5,W,4.5,,,,,,,,,11.715080280661935
1160,375.0,Si,83.0999984741211,K,8.899999618530273,Mn,3.5,W,4.5,,,,,,,,,14.640224126864487
1161,375.0,Si,83.0999984741211,Mn,3.5,Ba,8.899999618530273,W,4.5,,,,,,,,,10.312412637356125
1162,375.0,Si,83.0999984741211,Ca,8.899999618530273,Mn,3.5,W,4.5,,,,,,,,,10.033785952681288
1163,375.0,Si,83.0999984741211,Mn,3.5,Fe,8.899999618530273,W,4.5,,,,,,,,,8.18205524830724
1164,375.0,Si,83.0999984741211,Mn,3.5,Co,8.899999618530273,W,4.5,,,,,,,,,8.918767588458945
1165,375.0,Si,83.0999984741211,Mn,3.5,Ni,8.899999618530273,W,4.5,,,,,,,,,9.87417148374587
1166,375.0,Al,8.899999618530273,Si,83.0999984741211,Mn,3.5,W,4.5,,,,,,,,,7.9573196168755755
1167,376.0,Ti,50.0,Ba,50.0,,,,,,,,,,,,,11.294965747112435
1168,376.0,Ca,33.900001525878906,Ti,33.900001525878906,Ba,32.200000762939446,,,,,,,,,,,12.415933110953045
1169,376.0,Ti,33.900001525878906,Sr,33.900001525878906,Ba,32.200000762939446,,,,,,,,,,,12.356320330497491
1170,376.0,Mg,2.400000095367432,Cl,4.800000190734863,Ca,2.400000095367432,Ti,47.5,Ba,42.900001525878906,,,,,,,12.080716611852132
1171,376.0,Li,2.400000095367432,Cl,2.400000095367432,Ca,2.400000095367432,Ti,48.9000015258789,Ba,43.900001525878906,,,,,,,11.760643408075902
1172,376.0,Na,2.5999999046325684,Cl,2.5999999046325684,Ti,51.20000076293945,Ba,43.599998474121094,,,,,,,,,13.501506330311157
1173,376.0,Na,3.0999999046325684,Cl,3.0999999046325684,Ca,31.29999923706055,Ti,62.5,,,,,,,,,11.151784603704236
1174,376.0,Cl,4.800000190734863,Ca,2.400000095367432,Ti,47.599998474121094,Ba,45.20000076293945,,,,,,,,,11.964229329460105
1175,377.0,Li,0.6000000238418579,Mg,99.4000015258789,,,,,,,,,,,,,9.448298256843985
1176,377.0,Li,6.0999999046325675,Mg,93.9000015258789,,,,,,,,,,,,,11.790296918095141
1177,377.0,Li,15.300000190734865,Mg,84.69999694824219,,,,,,,,,,,,,13.088926744080274
1178,377.0,Li,30.60000038146973,Mg,69.40000152587889,,,,,,,,,,,,,12.69422318451029
1179,378.0,Na,1.7999999523162842,Si,91.5,Mn,2.0,Nb,1.8999999761581419,W,2.799999952316284,,,,,,,13.663702881428078
1180,380.0,Ni,2.0,Sr,1.9600000381469729,La,96.04000091552734,,,,,,,,,,,11.615151751907598
1181,381.0,Si,83.0999984741211,Mn,16.899999618530273,,,,,,,,,,,,,8.687186732593132
1182,381.0,Na,8.899999618530273,Si,83.0999984741211,Mn,3.5,Mo,4.5,,,,,,,,,12.045579119857452
1183,381.0,Na,8.899999618530273,Si,83.0999984741211,S,4.5,Mn,3.5,,,,,,,,,13.602077117842661
1184,381.0,Na,10.0,Si,82.0,P,4.5,Mn,3.5,,,,,,,,,12.766140052917683
1185,381.0,Na,8.899999618530273,Si,83.0999984741211,P,4.5,Mn,3.5,,,,,,,,,13.219146420185185
1186,381.0,C,4.5,Na,8.899999618530273,Si,83.0999984741211,Mn,3.5,,,,,,,,,9.590401052524193
1187,381.0,Na,8.899999618530273,Si,87.5999984741211,Mn,3.5,,,,,,,,,,,10.412280987127989
1188,381.0,Na,11.300000190734865,Si,83.0999984741211,W,5.599999904632568,,,,,,,,,,,11.222970343863732
1189,381.0,Na,11.300000190734865,Si,83.0999984741211,Mo,5.599999904632568,,,,,,,,,,,9.311149331927286
1190,381.0,Na,11.300000190734865,Si,83.0999984741211,S,5.599999904632568,,,,,,,,,,,7.2846001114547265
1191,381.0,Na,12.699999809265135,Si,83.0999984741211,P,4.199999809265137,,,,,,,,,,,7.511285287658281
1192,381.0,Na,11.300000190734865,Si,83.0999984741211,P,5.599999904632568,,,,,,,,,,,7.457868595617347
1193,381.0,C,5.599999904632568,Na,11.300000190734865,Si,83.0999984741211,,,,,,,,,,,6.720551587342981
1194,381.0,Na,11.300000190734865,Si,88.69999694824219,,,,,,,,,,,,,7.138150236806369
1195,381.0,Si,83.0999984741211,Mn,16.899999618530273,,,,,,,,,,,,,8.753826481740896
1196,382.0,Ca,95.1999969482422,La,4.800000190734863,,,,,,,,,,,,,11.235260971169053
1197,382.0,Ca,95.1999969482422,Ce,4.800000190734863,,,,,,,,,,,,,9.7157576311653
1198,382.0,Ca,95.1999969482422,Sm,4.800000190734863,,,,,,,,,,,,,9.627902681112285
1199,382.0,Ca,95.1999969482422,Nd,4.800000190734863,,,,,,,,,,,,,9.917390320380038
1200,382.0,Ca,95.1999969482422,Yb,4.800000190734863,,,,,,,,,,,,,12.776414758225934
1201,383.0,Na,8.899999618530273,Si,83.0999984741211,Mn,3.5,W,4.5,,,,,,,,,13.454478925505502
1202,384.0,Na,2.0999999046325684,Si,93.5999984741211,Mn,2.200000047683716,La,1.100000023841858,W,1.0,,,,,,,13.410370178305543
1203,385.0,Li,0.8000000119209291,Si,94.9000015258789,Mn,4.300000190734863,,,,,,,,,,,8.999027143000125
1204,385.0,Si,94.9000015258789,Mn,4.5,W,0.6000000238418579,,,,,,,,,,,11.091759643230755
1205,385.0,Li,6.5,Si,83.30000305175781,Mn,4.300000190734863,W,5.9000000953674325,,,,,,,,,11.158830948501679
1206,386.0,Na,13.800000190734865,Si,77.5,P,0.699999988079071,S,3.5999999046325684,Mn,1.5,Zr,2.200000047683716,W,0.699999988079071,,,12.385161304394504
1207,386.0,Na,13.800000190734865,Si,78.19999694824219,S,3.5999999046325684,Mn,1.5,Zr,2.200000047683716,W,0.699999988079071,,,,,12.228736161450437
1208,386.0,Na,13.800000190734865,Si,81.0999984741211,P,0.699999988079071,Mn,1.5,Zr,2.200000047683716,W,0.699999988079071,,,,,11.737467902170977
1209,386.0,Na,13.800000190734865,Si,81.80000305175781,Mn,1.5,Zr,2.200000047683716,W,0.699999988079071,,,,,,,11.680753824320824
1210,387.0,Ca,70.0,Sr,20.0,La,10.0,,,,,,,,,,,13.952981289154058
1211,387.0,Ca,90.0,La,10.0,,,,,,,,,,,,,12.47493580542313
1212,387.0,Mg,90.0,La,10.0,,,,,,,,,,,,,12.200085128178607
1213,387.0,Li,20.0,Mg,70.0,Sn,10.0,,,,,,,,,,,14.952270191391204
1214,387.0,Ti,94.0,La,6.0,,,,,,,,,,,,,8.998710374638833
1215,387.0,Mg,51.4000015258789,W,48.599998474121094,,,,,,,,,,,,,8.676622334442698
1216,387.0,Mg,94.4000015258789,Co,5.599999904632568,,,,,,,,,,,,,7.7962184822371166
1217,387.0,Mg,96.9000015258789,La,3.0999999046325684,,,,,,,,,,,,,10.251332432618153
1218,387.0,Sr,21.0,La,79.0,,,,,,,,,,,,,13.896001259668292
1219,387.0,Mg,86.0,V,14.0,,,,,,,,,,,,,9.289374977014823
1220,387.0,Mg,98.0,Pd,2.0,,,,,,,,,,,,,8.711806222488717
1221,387.0,Mg,98.0,Pt,2.0,,,,,,,,,,,,,8.675758370444873
1222,387.0,Li,6.5999999046325675,Mg,80.0,V,6.699999809265138,Pt,6.699999809265138,,,,,,,,,11.992510309575037
1223,387.0,Mg,80.0,La,20.0,,,,,,,,,,,,,12.447620161755228
1224,387.0,Li,20.0,Mg,80.0,,,,,,,,,,,,,13.355464681175423
1225,387.0,Si,92.3000030517578,Cu,2.299999952316284,Zn,5.400000095367432,,,,,,,,,,,5.1988943569653285
1226,387.0,Mg,88.9000015258789,La,11.100000381469727,,,,,,,,,,,,,12.413261277729175
1227,387.0,Zn,77.80000305175781,Ce,22.200000762939453,,,,,,,,,,,,,8.788612854695833
1228,387.0,Ni,2.5999999046325684,Nd,97.4000015258789,,,,,,,,,,,,,8.78968580728922
1229,387.0,P,46.20000076293945,Fe,53.79999923706055,,,,,,,,,,,,,5.227757625425241
1230,387.0,P,50.0,Fe,50.0,,,,,,,,,,,,,5.224769932188895
1231,387.0,Sn,100.0,,,,,,,,,,,,,,,6.603767611659754
1232,388.0,Li,5.0,Ti,45.0,Sr,50.0,,,,,,,,,,,10.45093178775167
1233,388.0,Li,5.0,Ti,45.0,Sr,50.0,,,,,,,,,,,8.19496722950566
1234,389.0,Na,6.9000000953674325,Cl,3.0,Ca,90.0999984741211,,,,,,,,,,,10.264080873695297
1235,389.0,Na,6.5999999046325675,Cl,15.699999809265135,Ca,77.69999694824219,,,,,,,,,,,11.006024628385926
1236,390.0,Ti,36.29999923706055,Sr,25.79999923706055,Ba,37.900001525878906,,,,,,,,,,,12.055059459060619
1237,390.0,Li,6.800000190734862,Ti,29.0,Sr,27.79999923706055,Ba,36.400001525878906,,,,,,,,,13.995813686314046
1238,390.0,Mg,8.899999618530273,Ti,29.10000038146973,Sr,24.899999618530273,Ba,37.099998474121094,,,,,,,,,14.15093837428404
1239,390.0,Na,5.599999904632568,Ti,30.70000076293945,Sr,25.70000076293945,Ba,38.0,,,,,,,,,14.948722609330046
1240,391.0,Na,8.899999618530273,Si,83.0999984741211,Mn,3.5,W,4.5,,,,,,,,,13.632249877511812
1241,392.0,C,50.0,Ba,50.0,,,,,,,,,,,,,8.002826924596215
1242,393.0,Li,9.100000381469727,Ca,90.9000015258789,,,,,,,,,,,,,11.427405646433169
1243,393.0,Na,9.100000381469727,Ca,90.9000015258789,,,,,,,,,,,,,10.547343282518774
1244,393.0,K,9.100000381469727,Ca,90.9000015258789,,,,,,,,,,,,,9.642861496252415
1245,393.0,Ca,90.9000015258789,Rb,9.100000381469727,,,,,,,,,,,,,9.426780701441663
1246,393.0,Ca,90.9000015258789,Cs,9.100000381469727,,,,,,,,,,,,,9.39541543522869
1247,393.0,Li,28.60000038146973,Ca,71.4000015258789,,,,,,,,,,,,,12.440408187913553
1248,393.0,Na,28.60000038146973,Ca,71.4000015258789,,,,,,,,,,,,,10.94276177575586
1249,393.0,K,28.60000038146973,Ca,71.4000015258789,,,,,,,,,,,,,9.651932787125384
1250,393.0,Ca,71.4000015258789,Rb,28.60000038146973,,,,,,,,,,,,,9.410502259611377
1251,393.0,Ca,71.4000015258789,Cs,28.60000038146973,,,,,,,,,,,,,9.361288988073666
1252,394.0,Fe,58.29999923706055,Zn,33.299999237060554,Nd,8.399999618530272,,,,,,,,,,,7.7791129300088055
1253,394.0,Fe,50.0,Zn,33.299999237060554,Nd,16.700000762939453,,,,,,,,,,,6.825901369085143
1254,394.0,Fe,33.299999237060554,Zn,33.299999237060554,Nd,33.400001525878906,,,,,,,,,,,7.288097711299919
1255,394.0,Zn,33.299999237060554,Nd,66.69999694824219,,,,,,,,,,,,,10.763222837861946
1256,396.0,C,4.599999904632568,Zr,90.8000030517578,Ba,4.599999904632568,,,,,,,,,,,9.957793551239956
1257,399.0,Ca,30.0,Sm,70.0,,,,,,,,,,,,,9.800501642297558
1258,399.0,Na,55.0,Sm,45.0,,,,,,,,,,,,,10.80121775561724
1259,399.0,Dy,100.0,,,,,,,,,,,,,,,8.926230424756676
1260,399.0,Tb,100.0,,,,,,,,,,,,,,,8.410352473046457
1261,400.0,Li,37.5,Mg,62.5,,,,,,,,,,,,,13.613767151131585
1262,401.0,Li,20.0,Cl,20.0,Ni,60.0,,,,,,,,,,,11.400373481480804
1263,402.0,Na,12.0,Ca,88.0,,,,,,,,,,,,,10.21887394306499
1264,402.0,Ca,98.1999969482422,Bi,1.7999999523162842,,,,,,,,,,,,,8.817895023881523
1265,403.0,Ba,90.0,La,10.0,,,,,,,,,,,,,12.568952283036054
1266,403.0,Ba,60.0,La,40.0,,,,,,,,,,,,,12.581574730846576
1267,403.0,Ba,20.0,La,80.0,,,,,,,,,,,,,12.433532337609837
1268,403.0,Ba,10.0,La,90.0,,,,,,,,,,,,,12.535602419065043
1269,404.0,Si,90.6999969482422,Sb,9.300000190734863,,,,,,,,,,,,,5.498120696762858
1270,404.0,Si,90.1999969482422,K,0.5,Sb,9.300000190734863,,,,,,,,,,,5.614492434220467
1271,404.0,Si,87.5999984741211,K,3.0999999046325684,Sb,9.300000190734863,,,,,,,,,,,5.827650727414888
1272,405.0,S,0.1899999976158142,K,0.3799999952316284,La,99.43000030517578,,,,,,,,,,,12.218855707753995
1273,405.0,S,33.299999237060554,K,66.69999694824219,,,,,,,,,,,,,9.712155706332164
1274,406.0,Li,6.300000190734862,C,3.0999999046325684,Mg,90.5999984741211,,,,,,,,,,,11.851238652967231
1275,406.0,Li,18.0,C,9.0,Zn,73.0,,,,,,,,,,,11.660741939720879
1276,406.0,Li,3.5999999046325684,C,1.7999999523162842,Mg,62.9000015258789,Mn,31.70000076293945,,,,,,,,,10.715659173427177
1277,406.0,Li,3.400000095367432,C,1.7000000476837158,Mg,59.70000076293945,Fe,35.20000076293945,,,,,,,,,7.4081832714646545
1278,406.0,Li,3.2000000476837163,C,21.100000381469727,Mg,56.0,Co,19.700000762939453,,,,,,,,,6.958769557953381
1279,406.0,Li,4.199999809265137,C,22.79999923706055,Mg,52.70000076293945,Sn,20.299999237060547,,,,,,,,,10.168130534278609
1280,406.0,Li,5.599999904632568,C,2.799999952316284,Mg,89.80000305175781,W,1.7999999523162842,,,,,,,,,10.231333935200269
1281,406.0,Li,1.7000000476837158,C,0.8999999761581421,Mg,78.80000305175781,Ce,18.600000381469727,,,,,,,,,11.351754643144787
1282,406.0,Li,22.70000076293945,C,11.300000190734865,Zn,41.599998474121094,Ce,24.399999618530273,,,,,,,,,11.864128853879139
1283,407.0,Na,50.0,Al,50.0,,,,,,,,,,,,,8.972566131992805
1284,407.0,Li,10.0,Al,90.0,,,,,,,,,,,,,5.833897531537117
1285,407.0,Si,94.1999969482422,Sm,5.800000190734862,,,,,,,,,,,,,5.5387898168880865
1286,407.0,Mg,92.1999969482422,Sm,7.800000190734862,,,,,,,,,,,,,10.489453885338502
1287,407.0,Ca,89.4000015258789,Sm,10.600000381469727,,,,,,,,,,,,,9.897922399794261
1288,407.0,Na,47.0,Al,47.0,Sm,6.0,,,,,,,,,,,9.527864484119704
1289,407.0,Li,45.599998474121094,Al,49.9000015258789,Sm,4.5,,,,,,,,,,,10.337062627719423
1290,408.0,Li,62.29999923706055,Zr,37.70000076293945,,,,,,,,,,,,,11.116772982421514
1291,408.0,Mg,80.0,Zr,20.0,,,,,,,,,,,,,9.155675593978412
1292,408.0,Li,26.79999923706055,Mg,72.80000305175781,Zr,0.4000000059604645,,,,,,,,,,,14.023578799413437
1293,412.0,Na,10.0,Mn,90.0,,,,,,,,,,,,,11.142411735700552
1294,412.0,Ca,5.0,Nb,95.0,,,,,,,,,,,,,8.694140358706626
1295,412.0,Na,1.0,La,99.0,,,,,,,,,,,,,11.535962274434251
1296,412.0,Na,3.0,La,97.0,,,,,,,,,,,,,11.854364385212428
1297,412.0,Na,5.0,La,95.0,,,,,,,,,,,,,12.495865710811179
1298,412.0,Na,20.0,La,80.0,,,,,,,,,,,,,12.254082293114058
1299,412.0,Mn,100.0,,,,,,,,,,,,,,,9.310890269426984
1300,412.0,Zn,100.0,,,,,,,,,,,,,,,9.442563109112667
1301,413.0,Ge,33.299999237060554,Bi,66.69999694824219,,,,,,,,,,,,,8.706130070356279
1302,413.0,Ge,42.900001525878906,Bi,57.099998474121094,,,,,,,,,,,,,8.634047024938305
1303,414.0,Si,99.8000030517578,Sm,0.20999999344348907,,,,,,,,,,,,,5.390187811558491
1304,414.0,Si,99.1999969482422,Sm,0.8000000119209291,,,,,,,,,,,,,6.055748603002314
1305,414.0,Si,98.4000015258789,Sm,1.6000000238418581,,,,,,,,,,,,,5.362679165844085
1306,414.0,B,49.599998474121094,N,49.599998474121094,Sm,0.8000000119209291,,,,,,,,,,,10.297811319422202
1307,414.0,N,49.599998474121094,Zr,49.599998474121094,Sm,0.8000000119209291,,,,,,,,,,,9.010575894844488
1308,414.0,N,49.599998474121094,Si,49.599998474121094,Sm,0.8000000119209291,,,,,,,,,,,8.186902556493761
1309,415.0,Li,5.099999904632568,Ti,94.9000015258789,,,,,,,,,,,,,12.733706322352063
1310,415.0,Li,5.099999904632568,Zn,94.9000015258789,,,,,,,,,,,,,11.067588585164536
1311,416.0,Li,50.0,Sm,50.0,,,,,,,,,,,,,12.132567136755036
1312,416.0,Li,50.0,Nd,50.0,,,,,,,,,,,,,13.043417841958773
1313,416.0,Li,50.0,La,50.0,,,,,,,,,,,,,12.85652986723143
1314,416.0,Na,50.0,Sm,50.0,,,,,,,,,,,,,11.822047210431764
1315,416.0,Na,50.0,Nd,50.0,,,,,,,,,,,,,11.535997222533771
1316,416.0,Na,50.0,La,50.0,,,,,,,,,,,,,12.286410900902561
1317,416.0,Cl,50.0,Sm,50.0,,,,,,,,,,,,,10.564527730975513
1318,416.0,Cl,50.0,Nd,50.0,,,,,,,,,,,,,10.290325878644522
1319,416.0,Br,50.0,Sm,50.0,,,,,,,,,,,,,10.313231163830544
1320,416.0,Br,50.0,Nd,50.0,,,,,,,,,,,,,9.85248089249419
1321,416.0,Br,50.0,La,50.0,,,,,,,,,,,,,10.755670792626317
1322,419.0,Al,10.0,La,90.0,,,,,,,,,,,,,11.620566990912874
1323,420.0,Sb,100.0,,,,,,,,,,,,,,,7.405931640372917
1324,420.0,K,2.5,Sb,97.5,,,,,,,,,,,,,7.319006948772401
1325,420.0,K,5.0,Sb,95.0,,,,,,,,,,,,,7.590490063125737
1326,420.0,K,33.0,Sb,67.0,,,,,,,,,,,,,7.4119727623221205
1327,420.0,K,50.0,Sb,50.0,,,,,,,,,,,,,7.24331933980254
1328,420.0,K,66.0,Sb,34.0,,,,,,,,,,,,,7.739527425572372
1329,421.0,Na,23.79999923706055,Pr,76.19999694824219,,,,,,,,,,,,,11.81637714630154
1330,421.0,Na,23.79999923706055,Tb,76.19999694824219,,,,,,,,,,,,,10.346353084437414
1331,421.0,Na,23.79999923706055,Ce,76.19999694824219,,,,,,,,,,,,,9.684709063183119
1332,421.0,K,23.79999923706055,Pr,76.19999694824219,,,,,,,,,,,,,9.284302013742717
1333,421.0,Li,23.79999923706055,Pr,76.19999694824219,,,,,,,,,,,,,12.520278724254588
1334,421.0,Ag,23.79999923706055,Pr,76.19999694824219,,,,,,,,,,,,,7.1437073029450335
1335,421.0,Mg,23.79999923706055,Pr,76.19999694824219,,,,,,,,,,,,,8.807829016335988
1336,421.0,Ca,23.79999923706055,Pr,76.19999694824219,,,,,,,,,,,,,8.523031820328653
1337,421.0,Pr,76.19999694824219,Bi,23.79999923706055,,,,,,,,,,,,,8.765290631672311
1338,421.0,Sr,23.79999923706055,Pr,76.19999694824219,,,,,,,,,,,,,10.189864780293195
1339,421.0,In,23.79999923706055,Pr,76.19999694824219,,,,,,,,,,,,,8.401673579640667
1340,422.0,Na,44.18,P,13.79,S,7.22,Mn,1.93,Zr,31.8,W,1.09,,,,,11.755842511622896
1341,422.0,Na,48.55,P,9.52,S,3.74,Mn,3.0,Zr,32.94,W,2.25,,,,,11.89370356752596
1342,422.0,Na,60.37,S,4.92,Zr,32.49,W,2.22,,,,,,,,,9.857582618148141
1343,422.0,Na,86.89,P,5.95,S,4.67,Mn,2.5,,,,,,,,,11.201134681379642
1344,422.0,Na,81.28,P,2.29,S,3.59,Mn,3.84,Zr,7.91,W,1.08,,,,,11.25651083191783
1345,422.0,Na,39.42,P,7.02,S,11.03,Mn,4.42,Zr,36.45,W,1.66,,,,,12.493712232620265
1346,422.0,Na,78.64,P,4.88,S,15.32,W,1.15,,,,,,,,,9.934487087485165
1347,422.0,Na,71.74,P,7.45,S,7.8,Mn,2.08,Zr,8.59,W,2.35,,,,,11.070515549990114
1348,422.0,Na,69.67,P,7.37,S,5.79,Mn,3.1,Zr,12.76,W,1.31,,,,,10.839860173752891
1349,422.0,Na,67.25,S,5.91,Mn,0.79,Zr,26.05,,,,,,,,,10.8508620284781
1350,422.0,Na,58.87,P,13.52,S,15.92,Zr,11.69,,,,,,,,,9.864037938827227
1351,422.0,Na,57.8,S,15.36,Mn,2.74,Zr,22.56,W,1.54,,,,,,,10.922864415694173
1352,422.0,Na,56.02,P,3.91,S,9.22,Mn,3.29,Zr,27.09,W,0.46,,,,,11.075551525593832
1353,422.0,Na,66.97,P,1.89,S,8.91,Mn,0.79,Zr,19.64,W,1.79,,,,,10.690412656729736
1354,422.0,Na,82.71,P,5.36,S,8.42,Mn,2.25,W,1.27,,,,,,,11.675613191213133
1355,422.0,Na,41.35,P,2.59,S,16.25,Mn,2.17,Zr,35.81,W,1.84,,,,,11.955227019398464
1356,422.0,Na,54.85,P,6.35,S,13.29,Mn,3.55,Zr,21.96,,,,,,,10.690915282163514
1357,422.0,Na,76.43,P,8.44,S,13.25,Mn,0.89,W,1.0,,,,,,,10.968335902700389
1358,422.0,Na,75.76,S,13.55,Mn,2.72,Zr,7.46,W,0.51,,,,,,,11.041662962202288
1359,422.0,Na,74.79,P,3.12,S,9.81,Zr,10.8,W,1.48,,,,,,,9.754921867479295
1360,422.0,Na,62.68,S,27.97,Mn,5.98,W,3.37,,,,,,,,,12.862452984056377
1361,422.0,Na,66.36,P,4.66,S,18.29,Mn,0.98,Zr,8.06,W,1.65,,,,,10.776099353485362
1362,422.0,Na,65.57,P,2.02,S,15.87,Mn,2.55,Zr,13.99,,,,,,,10.87545208891731
1363,422.0,Na,64.0,P,4.29,S,11.23,Zr,19.8,W,0.68,,,,,,,9.412633454477055
1364,422.0,Na,69.7,P,5.2,S,10.21,Mn,1.09,Zr,13.49,W,0.31,,,,,10.667519091518677
1365,422.0,Na,35.81,P,11.76,S,3.3,Mn,9.07,Zr,37.22,W,2.84,,,,,13.024252331378912
1366,422.0,Na,52.0,P,3.65,S,10.76,Mn,6.57,Zr,20.22,W,6.79,,,,,13.021755840053595
1367,422.0,Na,69.71,P,13.19,S,12.95,Mn,2.37,W,1.78,,,,,,,12.383835539212
1368,422.0,Na,49.2,P,9.75,S,3.71,Mn,3.07,Zr,33.71,W,0.56,,,,,11.856607504162866
1369,422.0,Na,86.3,P,5.71,S,3.81,Mn,2.38,W,1.8,,,,,,,11.816536339834972
1370,422.0,Na,75.64,P,2.77,S,13.6,Mn,0.83,Zr,5.75,W,1.41,,,,,11.364353559971521
1371,423.0,Fe,10.0,Co,40.0,Sr,20.0,La,30.0,,,,,,,,,1.5932375758291295
1372,424.0,C,1.551,Zr,96.9,Ba,1.551,,,,,,,,,,,9.073220001935153
1373,424.0,C,3.0839999999999996,Zr,93.83,Ba,3.0839999999999996,,,,,,,,,,,9.346837970145796
1374,424.0,C,4.5969999999999995,Zr,90.81,Ba,4.5969999999999995,,,,,,,,,,,9.534195759554148
1375,424.0,C,6.0920000000000005,Zr,87.82,Ba,6.0920000000000005,,,,,,,,,,,9.793118876963185
1376,424.0,C,9.029,Zr,81.94,Ba,9.029,,,,,,,,,,,10.032796065904604
1377,424.0,C,50.0,Ba,50.0,,,,,,,,,,,,,7.4232095922265575
1378,425.0,Fe,10.0,Co,40.0,Sr,20.0,Nd,30.0,,,,,,,,,1.9705921450055985
1379,425.0,Fe,10.0,Co,40.0,Sr,20.0,Gd,30.0,,,,,,,,,2.0948457741155093
1380,425.0,Fe,10.0,Co,40.0,Sr,20.0,Pr,30.0,,,,,,,,,2.058800309858806
1381,425.0,Fe,10.0,Co,40.0,Sr,20.0,Sm,30.0,,,,,,,,,2.644614635844565
1382,425.0,Mn,52.631578947368425,Sr,9.473684210526317,La,37.894736842105274,,,,,,,,,,,8.8280078914708
1383,425.0,Cr,50.0,Sr,10.0,La,40.0,,,,,,,,,,,10.00637004773023
1384,425.0,Na,10.0,Mn,50.0,La,40.0,,,,,,,,,,,10.616772686030282
1385,425.0,Na,10.0,Mn,50.0,Sm,40.0,,,,,,,,,,,11.47607849194191
1386,425.0,Na,11.111111111111109,Co,44.444444444444436,La,44.444444444444436,,,,,,,,,,,7.709113408107736
1387,425.0,Na,11.111111111111109,Co,44.444444444444436,Gd,44.444444444444436,,,,,,,,,,,8.715205493834297
1388,425.0,Na,11.111111111111109,Co,44.444444444444436,Sm,44.444444444444436,,,,,,,,,,,7.234162334077574
1389,426.0,Na,2.0771637851335,Si,92.4407722447757,Mn,4.443482077524032,W,1.03858189256675,,,,,,,,,13.869949564675862
1390,428.0,Li,5.0,Mg,95.0,,,,,,,,,,,,,11.434078812507092
1391,428.0,Na,23.0,Ca,77.0,,,,,,,,,,,,,11.51977099477258
1392,428.0,Li,23.0,La,77.0,,,,,,,,,,,,,13.172311977338753
1393,428.0,Li,23.0,Mg,25.66666666666667,La,51.33333333333334,,,,,,,,,,,13.751219036496288
1394,428.0,Na,2.111768,Si,96.046305,Mn,0.786043,W,1.055884,,,,,,,,,12.231636194497625
1395,428.0,Na,2.111768,Si,95.046305,Mn,0.786043,W,2.055884,,,,,,,,,11.221162486870107
