,Nr of publication,Element 1,C 1,Element 2,C 2,Element 3,C 3,Element 4,C 4,Element 5,C 5,Element 6,C 6,Element 7,C 7,Element 8,C 8,Potential Yield
1871,529.0,Si,88.28635,Mn,7.1303399999999995,Rb,4.58331,,,,,,,,,,,8.869331488995604
1872,529.0,Si,86.16537,Ti,7.9870399999999995,Zn,5.84759,,,,,,,,,,,8.614275673862723
1873,529.0,Si,91.24531999999999,Ga,5.80663,Ba,2.94805,,,,,,,,,,,6.502970001114907
1874,529.0,Si,90.31282,Ni,6.8273600000000005,Ce,2.85982,,,,,,,,,,,9.956345458204483
1875,529.0,Si,83.92972999999998,Ca,9.291789999999999,Mn,6.77848,,,,,,,,,,,9.010376858966161
1876,529.0,Al,12.8959,Si,78.42206999999999,Ca,8.682030000000001,,,,,,,,,,,5.923896484928045
1877,529.0,Si,86.01238000000001,Ca,9.52236,Rb,4.46526,,,,,,,,,,,6.545062762187344
1878,529.0,Si,84.29529000000001,Ca,9.33226,Ni,6.37245,,,,,,,,,,,6.763057915976807
1879,529.0,Si,88.69093000000001,Ni,6.70475,Rb,4.6043199999999995,,,,,,,,,,,6.355861135363433
1880,529.0,Si,85.21821,Ti,7.89925,Mn,6.88254,,,,,,,,,,,10.679786732680174
1881,529.0,Si,89.89334000000001,Mn,7.26012,Ce,2.84654,,,,,,,,,,,9.670311558446462
1882,529.0,Si,90.89473,Zn,6.16855,Ba,2.93672,,,,,,,,,,,7.056016795518381
1883,529.0,Al,13.7482,Si,83.60441,Ce,2.64739,,,,,,,,,,,8.508114336763201
1884,529.0,Si,89.50348000000001,Cr,7.637639999999999,La,2.85888,,,,,,,,,,,6.583931747533379
1885,529.0,Si,87.45375,Ni,6.611219999999999,Zn,5.93503,,,,,,,,,,,6.943558059377158
1886,529.0,Si,87.89754,Cu,6.13731,Zn,5.96515,,,,,,,,,,,6.463814986524348
1887,529.0,Na,1.26406,Al,13.765,Si,82.44282,W,2.52812,,,,,,,,,7.685052646821368
1888,529.0,Si,92.2632,Rb,4.78977,La,2.94703,,,,,,,,,,,6.472268007710099
1889,529.0,Si,90.29033000000001,Ni,6.825660000000001,La,2.88401,,,,,,,,,,,6.653534141830514
1890,529.0,Si,90.26038,Ni,6.82339,Ba,2.91623,,,,,,,,,,,6.573762428596917
1891,529.0,Si,88.88861999999999,Ti,8.239469999999999,Ba,2.8719099999999997,,,,,,,,,,,8.201935974511953
1892,529.0,Na,1.37524,Si,89.69389,Zn,6.18039,W,2.75048,,,,,,,,,11.222977975619623
1893,529.0,Si,90.9251,Zn,6.17061,La,2.90429,,,,,,,,,,,7.19911091286878
1894,529.0,Si,85.15374,Ca,9.42729,Ga,5.41897,,,,,,,,,,,6.686843398873061
1895,529.0,Si,89.30333999999998,Zn,6.06055,Rb,4.6361099999999995,,,,,,,,,,,6.802310607904946
1896,529.0,Si,83.60906,Ca,9.25629,Cr,7.13465,,,,,,,,,,,6.447046042494156
1897,529.0,Na,1.3236,Si,86.32563,Ca,9.70357,W,2.6472,,,,,,,,,9.8552814450822
1898,529.0,Na,1.37279,Si,89.53419,Cu,6.34744,W,2.74558,,,,,,,,,9.193204932040162
1899,529.0,Na,1.39551,Si,91.016,Rb,4.79747,W,2.79102,,,,,,,,,10.163908370969457
1900,529.0,Na,1.42126,Si,92.6954,Ba,3.04082,W,2.84252,,,,,,,,,9.672015966983787
1901,529.0,Na,1.42212,Si,92.75156,Ce,2.98208,W,2.84424,,,,,,,,,12.944428289043831
1902,529.0,Si,87.93159,Cr,7.50351,Rb,4.5649,,,,,,,,,,,6.001597176595455
1903,529.0,Si,87.77826,Ni,6.63575,Ga,5.58599,,,,,,,,,,,6.54547806833984
1904,529.0,Si,86.91215,Mn,7.01935,Cu,6.0685,,,,,,,,,,,8.449880934777944
1905,529.0,Na,1.4217600000000001,Si,92.72745,La,3.00727,W,2.8435200000000003,,,,,,,,,9.122956707349394
1906,529.0,Si,88.22536,Cu,6.1602,Ga,5.61444,,,,,,,,,,,5.855624839857405
1907,529.0,Si,83.09765,Ca,9.19967,Ti,7.70268,,,,,,,,,,,8.291380560995725
1908,529.0,Na,1.35371,Si,88.28931999999998,Cr,7.64955,W,2.70742,,,,,,,,,9.583545678652225
1909,529.0,Si,89.52558,Cr,7.639530000000001,Ce,2.83489,,,,,,,,,,,9.819196630857254
1910,529.0,Si,90.7332,Cu,6.3353,Ba,2.9315,,,,,,,,,,,5.904357267228871
1911,529.0,Si,84.70753,Ca,9.3779,Cu,5.914569999999999,,,,,,,,,,,6.110859532160946
1912,529.0,Si,85.75614,Cr,7.31787,Mn,6.92599,,,,,,,,,,,8.706770444576119
1913,529.0,Si,89.14741,Cu,6.2245800000000004,Rb,4.62801,,,,,,,,,,,5.6205815155409065
1914,529.0,Si,90.78619,Cu,6.3389999999999995,Ce,2.8748099999999996,,,,,,,,,,,9.483872199636675
1915,529.0,Si,86.56832,Cr,7.38718,Cu,6.0445,,,,,,,,,,,5.862462224599016
1916,529.0,Si,90.76345,Cu,6.33742,La,2.89913,,,,,,,,,,,6.438961476729785
1917,529.0,Si,86.02019,Ti,7.97358,Cu,6.00623,,,,,,,,,,,7.556021166099496
1918,529.0,Si,87.30421000000003,Ni,6.59991,Cu,6.09588,,,,,,,,,,,5.9840144223434315
1919,529.0,Si,87.7913,Mn,12.2087,,,,,,,,,,,,,8.846610552418847
1920,529.0,Na,0.013619999999999998,Si,89.76026999999998,Mn,10.2193,W,0.006809999999999999,,,,,,,,,8.956656677226489
1921,529.0,Na,0.020419999999999997,Si,90.81544,Mn,9.15393,W,0.010209999999999999,,,,,,,,,9.049323557871277
1922,529.0,Na,0.027219999999999998,Si,91.9224,Mn,8.036769999999999,W,0.013609999999999999,,,,,,,,,9.22624666081483
1923,529.0,Na,0.03404,Si,93.08494,Mn,6.864,W,0.01702,,,,,,,,,9.335140930707292
1924,529.0,Na,0.040839999999999994,Si,94.30738000000001,Mn,5.63136,W,0.020419999999999997,,,,,,,,,9.391170767548141
1925,529.0,Na,0.05446,Si,96.95116,Mn,2.96715,W,0.02723,,,,,,,,,7.3198180970941875
1926,529.0,Na,0.54,Si,97.02,Mn,2.17,W,0.27,,,,,,,,,10.501600345320774
1927,529.0,Na,2.1319999999999997,Si,88.25,Mn,8.552,W,1.0659999999999998,,,,,,,,,13.490640635262876
1928,529.0,Na,2.6519999999999997,Si,85.382,Mn,10.64,W,1.3259999999999998,,,,,,,,,11.844959708913215
1929,529.0,Na,3.168,Si,82.53799999999998,Mn,12.71,W,1.584,,,,,,,,,11.937557524759239
1930,529.0,Na,3.678,Si,79.733,Mn,14.75,W,1.839,,,,,,,,,11.91787027514017
1931,529.0,Na,4.184,Si,76.944,Mn,16.78,W,2.092,,,,,,,,,11.924026369115989
1932,529.0,Na,4.684,Si,74.184,Mn,18.79,W,2.342,,,,,,,,,11.592394118004393
1933,529.0,Na,5.18,Si,71.46,Mn,20.77,W,2.59,,,,,,,,,11.586047039935416
1934,529.0,Na,5.67,Si,68.75500000000001,Mn,22.74,W,2.835,,,,,,,,,11.63159500159489
1935,529.0,Na,6.1579999999999995,Si,66.063,Mn,24.7,W,3.0789999999999997,,,,,,,,,11.735201843696228
1936,531.0,Ti,50.0,Sr,50.0,,,,,,,,,,,,,11.826463657942172
1937,531.0,Ti,50.0,Sr,40.0,Ba,10.0,,,,,,,,,,,12.772054256975704
1938,531.0,Ca,10.0,Ti,50.0,Sr,40.0,,,,,,,,,,,11.892999524247204
1939,531.0,Ti,50.0,Sr,40.0,La,10.0,,,,,,,,,,,10.811269564875069
1940,531.0,Ti,50.0,Sr,40.0,Y,10.0,,,,,,,,,,,9.850825609084076
1941,531.0,Li,10.0,Ti,50.0,Sr,40.0,,,,,,,,,,,9.05209296350623
1942,531.0,Na,10.0,Ti,50.0,Sr,40.0,,,,,,,,,,,11.973746638988358
1943,531.0,K,10.0,Ti,50.0,Sr,40.0,,,,,,,,,,,11.046720010370722
1944,531.0,Ti,50.0,Rb,10.0,Sr,40.0,,,,,,,,,,,8.7722876343555
1945,531.0,Ti,50.0,Sr,40.0,Cs,10.0,,,,,,,,,,,8.70136822204409
1946,531.0,Ti,50.0,Sr,40.0,Tl,10.0,,,,,,,,,,,6.181914847448408
1947,531.0,Ti,50.0,Sr,40.0,Pb,10.0,,,,,,,,,,,10.945651733010962
1948,531.0,Ti,40.0,Sr,50.0,Sn,10.0,,,,,,,,,,,12.257005750396479
1949,531.0,Al,10.0,Ti,40.0,Sr,50.0,,,,,,,,,,,11.06375744099757
1950,531.0,Mg,10.0,Ti,40.0,Sr,50.0,,,,,,,,,,,10.471070948732764
1951,531.0,Ti,40.0,Sr,50.0,Ce,10.0,,,,,,,,,,,11.743605016226573
1952,531.0,Ti,40.0,Sr,50.0,Pr,10.0,,,,,,,,,,,12.48968039017744
1953,531.0,Ti,40.0,Sr,50.0,Nd,10.0,,,,,,,,,,,12.649232030894437
1954,531.0,Ti,45.0,Sr,50.0,Nd,5.0,,,,,,,,,,,12.396605838405137
1955,531.0,Ti,40.0,Sr,50.0,Sm,10.0,,,,,,,,,,,12.431846288828247
1956,531.0,Ti,40.0,Mn,10.0,Sr,50.0,,,,,,,,,,,6.821455350856855
1957,531.0,Ti,40.0,Fe,10.0,Sr,50.0,,,,,,,,,,,6.006912819711388
1958,531.0,Ti,40.0,Co,10.0,Sr,50.0,,,,,,,,,,,5.448678299019802
1959,531.0,Ti,40.0,Ni,10.0,Sr,50.0,,,,,,,,,,,6.952098645883119
1960,531.0,Ti,40.0,Sr,50.0,Nb,10.0,,,,,,,,,,,12.45545730556215
1961,531.0,Ti,40.0,Sr,50.0,W,10.0,,,,,,,,,,,10.464583889848042
1962,532.0,Li,52.38095238095239,Al,47.61904761904761,,,,,,,,,,,,,11.658115744303874
1963,532.0,Li,58.33333333333334,Al,41.66666666666666,,,,,,,,,,,,,12.090155632387827
1964,532.0,Li,79.59183673469387,Al,20.40816326530613,,,,,,,,,,,,,11.950846382829143
1965,532.0,Li,98.52289512555392,Al,1.4771048744460842,,,,,,,,,,,,,11.334337804660441
1966,534.0,Li,16.666666666666664,Al,16.666666666666664,La,66.66666666666666,,,,,,,,,,,12.87542235166399
1967,534.0,Li,50.0,La,50.0,,,,,,,,,,,,,12.057982511020302
1968,535.0,La,51.21951219512196,Ce,48.78048780487804,,,,,,,,,,,,,13.183789923871966
1969,535.0,Ca,10.964912280701759,La,45.17543859649122,Ce,43.85964912280701,,,,,,,,,,,12.455292039584634
1970,535.0,La,43.18181818181818,Ce,56.81818181818182,,,,,,,,,,,,,11.681973931990859
1971,535.0,Ca,13.235294117647063,La,37.74509803921568,Ce,49.01960784313725,,,,,,,,,,,11.766474988352439
1972,535.0,La,57.62711864406779,Ce,42.3728813559322,,,,,,,,,,,,,13.208153732141877
1973,535.0,Ca,9.477756286266931,La,51.8375241779497,Ce,38.684719535783366,,,,,,,,,,,13.29767735824998
1974,536.0,Mg,92.95383042508064,Tb,7.046169574919353,,,,,,,,,,,,,8.205929733811889
1975,536.0,Mg,92.12724269170235,Ni,0.8008465937404452,Tb,7.07191071455722,,,,,,,,,,,8.458182732137018
1976,536.0,Mg,92.08974057811744,Fe,0.8412274605706216,Tb,7.069031961311919,,,,,,,,,,,7.26362265397321
1977,536.0,Mg,92.39110264323902,Zr,0.5167321120138268,Tb,7.092165244747157,,,,,,,,,,,8.515182404097096
1978,536.0,Mg,92.01513088720434,V,0.9215643724138688,Tb,7.063304740381796,,,,,,,,,,,8.068896128720677
1979,537.0,Zr,50.0,La,50.0,,,,,,,,,,,,,11.919250554816298
1980,537.0,Zr,50.0,Pr,50.0,,,,,,,,,,,,,9.822974308646058
1981,537.0,Zr,50.0,Sm,50.0,,,,,,,,,,,,,10.532619957693521
1982,537.0,Y,50.0,Zr,50.0,,,,,,,,,,,,,9.981913571064238
1983,537.0,Zr,100.0,,,,,,,,,,,,,,,9.106477791842893
1984,539.0,La,100.0,,,,,,,,,,,,,,,11.43100472700313
1985,542.0,Li,9.61938644791157,Ti,84.15756693777148,Mn,4.7261368901901015,W,1.4969097241268543,,,,,,,,,14.153711586423292
